Name,Degree,Specialization,Experience,Location,City,Recommendation,Feedback,Fees
Dr. Piyush Sureshkumar Shah,"MS - Orthopaedics, MBBS",Pediatrician,17 years experience overall,"Malad West,",Mumbai,98%,105 Patient Stories,₹1000
Dr. Neeta Naik,"MBBS, MS - Orthopaedics",Pediatrician,31 years experience overall,"Kurla,",Mumbai,100%,1 Patient Story,₹1500
Dr. Neil Castellino,"Diploma in Orthopaedics, MBBS",Pediatrician,13 years experience overall,"Santacruz West,",Mumbai,100%,,₹1200
Dr. Prajna Purushottam Shriyan,"MS - Orthopaedics, MBBS",Pediatrician,13 years experience overall,"Andheri West,",Mumbai,100%,2 Patient Stories,₹800
Dr. Ankit Gupta,"MBBS, MS - Orthopaedics",Pediatrician,14 years experience overall,"Mira Road,",Mumbai,89%,8 Patient Stories,₹1000
Dr. Disha Bhanushali,"MBBS, MS - Orthopaedics",Pediatrician,6 years experience overall,"Mulund West,",Mumbai,100%,5 Patient Stories,₹1000
Dr. Nandkishor S. Kabra,"MBBS, DNB - Orthopedics/Orthopedic Surgery, Diploma in Orthopaedics",Pediatrician,24 years experience overall,"Santacruz West,",Mumbai,100%,,₹1500
Dr. Shivkumar G. Lalwani,"MBBS, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery",Pediatrician,29 years experience overall,"Powai,",Mumbai,,,₹1000
Dr. Amruta Landge,"MBBS, MD - Dermatology , Venereology & Leprosy",Pediatrician,11 years experience overall,"Chembur,",Mumbai,100%,,₹1000
Dr. Alka Parekh,"MBBS, DVD",Pediatrician,37 years experience overall,"Vikhroli,",Mumbai,100%,1 Patient Story,₹900
Dr. Rujuta Mehta,"MBBS, MD - Dermatology , Venereology & Leprosy",Orthopedist,29 years experience overall,"Santacruz West,",Mumbai,96%,18 Patient Stories,₹1500
Dr. Rahul Rane,"DNB - Dermatology & Venereology, MBBS",Orthopedist,17 years experience overall,"Powai,",Mumbai,95%,93 Patient Stories,₹1400
Dr. Suhas Shah,"MBBS, DNB - Dermatology & Venereology",Orthopedist,35 years experience overall,"Mahim,",Mumbai,95%,9 Patient Stories,₹1300
Dr. Biswajeet Naidu,"MBBS, DDVL",Orthopedist,32 years experience overall,"Chembur,",Mumbai,95%,37 Patient Stories,₹2000
Dr. Amit jain,"MBBS, MD - Skin & VD",Orthopedist,22 years experience overall,"Malad West,",Mumbai,92%,16 Patient Stories,₹1500
Dr. Kunal  Makhija,"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology & Venereology",Orthopedist,15 years experience overall,"Chembur,",Mumbai,98%,68 Patient Stories,₹1500
Dr. Nikhil A. Gokhale,"MBBS, DDVL",Orthopedist,12 years experience overall,"Goregaon West,",Mumbai,100%,3 Patient Stories,₹1000
Dr. Kaushal Malhan,"MBBS, DDV",Orthopedist,33 years experience overall,"Mulund West,",Mumbai,95%,19 Patient Stories,₹2000
Dr. Chintan Doshi,BPTh/BPT,Orthopedist,11 years experience overall,"Santacruz West,",Mumbai,89%,17 Patient Stories,₹2000
Dr. Aditya Sai,"BPTh/BPT, Masters of Physiotheraphy",Orthopedist,16 years experience overall,"Powai,",Mumbai,95%,13 Patient Stories,₹1600
Dr. Yuti Nakhwa,BPTh/BPT,Dermatologist,15 years experience overall,"Parel,",Mumbai,96%,201 Patient Stories,₹1600
Dr. Sana Bhamla,BPTh/BPT,Dermatologist,14 years experience overall,"Mumbai Central,",Mumbai,95%,60 Patient Stories,₹1500
Dr. Kaleem Khan,"Doctor Of Physical Therapy (DPT), BPTh/BPT",Dermatologist,13 years experience overall,"Santacruz West,",Mumbai,97%,5 Patient Stories,₹1500
Dr. Ami Dedhia,MPTh/MPT - Orthopedic Physiotherapy,Dermatologist,12 years experience overall,"Khar West,",Mumbai,100%,27 Patient Stories,₹1000
Dr. Uday Khopkar,BPTh/BPT,Dermatologist,38 years experience overall,"Parel,",Mumbai,95%,128 Patient Stories,₹3100
Dr. Pradnya Manwatkar,MPTh/MPT - Orthopedic Physiotherapy,Dermatologist,17 years experience overall,"Mahim,",Mumbai,98%,216 Patient Stories,₹1500
Dr. Zeenat Bhalwani,BPTh/BPT,Dermatologist,21 years experience overall,"Andheri West,",Mumbai,99%,225 Patient Stories,₹1500
Dr. Ashvith Shetty,"MPTh/MPT - Musculoskeletal Physiotherapy, BPTh/BPT",Dermatologist,14 years experience overall,"Powai,",Mumbai,98%,35 Patient Stories,₹1100
Dr. Amit Gulati,"MBBS, DGO",Dermatologist,15 years experience overall,"Malad West,",Mumbai,99%,42 Patient Stories,₹750
Dr. Ravindra Dargainya,"MBBS, MS - Obstetrics & Gynaecology, Fellow of Indian College of Obstetrics and Gynecology (FICOG)",Dermatologist,14 years experience overall,"Malad West,",Mumbai,79%,54 Patient Stories,₹700
Dr. Dimple Kapasi   (Physiotherapist),MS - Obstetrics & Gynaecology,Physiotherapist,19 years experience overall,"Kandivali West,",Mumbai,99%,53 Patient Stories,₹1200
Dr. Mehta Devangee Bakul   (Physiotherapist),"DNB - Obstetrics & Gynecology, MBBS",Physiotherapist,15 years experience overall,"Prabhadevi,",Mumbai,100%,13 Patient Stories,₹1000
Dr. Thejas Thomas   (Physiotherapist),"MS - Obstetrics & Gynaecology, MBBS",Physiotherapist,12 years experience overall,"Cuffe Parade,",Mumbai,100%,,₹350
Dr. Mohammad Sayeed   (Physiotherapist),"MBBS, MS - Obstetrics & Gynaecology",Physiotherapist,14 years experience overall,"Bandra West,",Mumbai,100%,5 Patient Stories,₹1500
Dr. Kinjal Anandpara   (Physiotherapist),"MBBS, MD - Obstetrics & Gynaecology",Physiotherapist,15 years experience overall,"Prabhadevi,",Mumbai,100%,24 Patient Stories,₹3000
Dr. S.V.Ramesh   (Physiotherapist),"MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology, DGO, FCPS - Mid. & Gynae",Physiotherapist,10 years experience overall,"Mulund West,",Mumbai,93%,6 Patient Stories,₹500
Dr. Pallavi Singh   (Physiotherapist),"MBBS, MS - Obstetrics & Gynaecology, Diploma in Advanced Endoscopic Gynae Surgery",Physiotherapist,17 years experience overall,"Vileparle East,",Mumbai,98%,86 Patient Stories,₹2000
Dr. Gladys Swamy   (Physiotherapist),"MD - Obstetrics & Gynaecology, DGO, MBBS",,12 years experience overall,"Bandra West,",Mumbai,100%,5 Patient Stories,₹1000
Dr. Zahabia Basrai   (Physiotherapist),"MBBS, MS - Ophthalmology",Physiotherapist,13 years experience overall,"Churchgate,",Mumbai,100%,93 Patient Stories,₹1500
Dr. Chetna Kukreja   (Physiotherapist),"MBBS, MS - Ophthalmology",Physiotherapist,8 years experience overall,"Powai,",Mumbai,100%,21 Patient Stories,₹1000
Dr. Jiteeka Thakkar,"MBBS, DOMS",Infertility Specialist,12 years experience overall,"Ghatkopar West,",Mumbai,100%,2 Patient Stories,₹500
Dr. Preeti Deshpande,"DNB - Ophthalmology, MBBS",Infertility Specialist,19 years experience overall,"Mahim,",Mumbai,98%,28 Patient Stories,₹1600
Dr. Shonir Pai,"MBBS, DOMS, DNB - Ophthalmology",Infertility Specialist,8 years experience overall,"Mahim,",Mumbai,94%,31 Patient Stories,₹1300
Dr. Rachana Kaveri,"MBBS, MD - Ophthalmology",Infertility Specialist,7 years experience overall,"Andheri,",Mumbai,100%,5 Patient Stories,₹800
Dr. Geetanjali Gariema,"MBBS, MS - Ophthalmology",Infertility Specialist,21 years experience overall,"Oshiwara,",Mumbai,83%,6 Patient Stories,₹1500
Dr. Aditi Singhi,"MBBS, MS - Ophthalmology",Infertility Specialist,19 years experience overall,"Chembur,",Mumbai,96%,9 Patient Stories,₹1200
Dr. Kanika Kalyani,"MBBS, MS - Ophthalmology, DNB - Ophthalmology",Infertility Specialist,13 years experience overall,"Borivali,",Mumbai,100%,1 Patient Story,₹500
Dr. Shilpa Shah Gohil,"MBBS, MS - Ophthalmology",Infertility Specialist,19 years experience overall,"Mahim,",Mumbai,98%,20 Patient Stories,₹1800
Dr. Mansi A Medhekar,P.G in Sports Science Fitness & Nutrition,Infertility Specialist,16 years experience overall,"Mahim,",Mumbai,100%,8 Patient Stories,₹1300
Dr. Rajendra S Sankpal,"BNYS, BSc - Dietitics / Nutrition, ND/NMD(Doctor of Naturopathy And Natural Medicine), Diploma in Acupuncture",Infertility Specialist,28 years experience overall,"Malad West,",Mumbai,98%,66 Patient Stories,₹1000
Dr. Susheel Deshmukh,BSc - Dietitics / Nutrition,Ophthalmologist,18 years experience overall,"Goregaon East,",Mumbai,97%,35 Patient Stories,₹500
Dr. Jenin Patel,"Diploma in Dietetics, Health and Nutrition (DDHN)",Ophthalmologist,24 years experience overall,"Malad West,",Mumbai,95%,127 Patient Stories,₹800
Dr. Himanshu Mehta,"MDS - Orthodontics and Dentofacial Orthopaedics, BDS",Ophthalmologist,39 years experience overall,"Juhu,",Mumbai,92%,54 Patient Stories,₹1200
Dr. Reshma Jhaveri,BDS,Ophthalmologist,20 years experience overall,"Juhu,",Mumbai,100%,23 Patient Stories,₹1000
Dr. Partho Bakshi,"BDS, MDS - Paedodontics And Preventive Dentistry",Ophthalmologist,18 years experience overall,"Chembur,",Mumbai,100%,11 Patient Stories,₹1200
Dr. Vinit Mahendra Shah,"BDS, MDS - Oral Medicine and Radiology",Ophthalmologist,17 years experience overall,"Borivali West,",Mumbai,98%,296 Patient Stories,₹700
Dr. Seema Behl,"BDS, MDS - Oral & Maxillofacial Surgery",Ophthalmologist,31 years experience overall,"Andheri East,",Mumbai,93%,17 Patient Stories,₹800
Dr. Manish Shyamkul,BDS,Ophthalmologist,16 years experience overall,"Goregaon,",Mumbai,94%,5 Patient Stories,₹700
Dr. Priti H Nirmal,BDS,Ophthalmologist,9 years experience overall,"Malad West,",Mumbai,100%,6 Patient Stories,₹500
Dr. Kshitij Parekh,"BDS, MDS - Public Health Dentistry",Ophthalmologist,9 years experience overall,"Vikhroli,",Mumbai,96%,26 Patient Stories,₹500
Ms. Bansi Mehta,"BDS, Fellowship in Oral implantlogy",Dietitian/Nutritionist,8 years experience overall,"Khar West,",Mumbai,100%,1 Patient Story,₹600
Dr. Ritu Jain,"BDS, MDS - Conservative Dentistry & Endodontics, Diploma in Implanthology",Dietitian/Nutritionist,21 years experience overall,"Andheri West,",Mumbai,78%,8 Patient Stories,₹1000
Ms. Rokayya Ara,"MBBS, DGO",Dietitian/Nutritionist,10 years experience overall,"Andheri West,",Mumbai,,,Free Consultation
Ms. Kirti Muthal,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology, Fellow of Indian College of Obstetrics and Gynecology (FICOG)",Dietitian/Nutritionist,7 years experience overall,"Borivali West,",Mumbai,,,₹2000
Dr. Neha Singh,"MS - Obstetrics & Gynaecology, MBBS",Dentist,9 years experience overall,"Hegde Nagar,",Bangalore,100%,369 Patient Stories,₹350
Dr. Bharath,"MBBS, MS - Obstetrics & Gynaecology",Dentist,16 years experience overall,"Singasandra,",Bangalore,99%,209 Patient Stories,₹400
Dr. Pavan Tambakad,"MBBS, DNB - Obstetrics & Gynecology",Dentist,25 years experience overall,"Koramangala,",Bangalore,93%,57 Patient Stories,₹400
Dr. Kim Upadhyay,"MBBS, MD - Obstetrics & Gynaecology",Dentist,15 years experience overall,"Sarjapur Road,",Bangalore,96%,106 Patient Stories,₹400
Dr. Idris Md,"MBBS, DGO",Dentist,13 years experience overall,"Jayanagar 5 Block,",Bangalore,99%,131 Patient Stories,₹300
Dr. Shaik Mussaveer Ahmed,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",Dentist,9 years experience overall,"Richmond Town,",Bangalore,100%,3 Patient Stories,₹400
Dr. Sushma B T,"MS - Obstetrics & Gynaecology, MBBS",Dentist,12 years experience overall,"JP Nagar 6 Phase,",Bangalore,100%,9 Patient Stories,₹350
Dr. Deepa Bullappa,"MBBS, MS - Obstetrics & Gynaecology",Dentist,13 years experience overall,"Arekere,",Bangalore,98%,94 Patient Stories,₹200
Dr. Sujay Gopal,"MBBS, MD - Pediatrics",Dentist,15 years experience overall,"Banashankari 3rd Stage,",Bangalore,97%,127 Patient Stories,₹200
Dr. Raju Srinivas,"MBBS, Diploma in Child Health (DCH), Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)",Dentist,26 years experience overall,"Jayanagar,",Bangalore,97%,75 Patient Stories,₹500
Dr. Shwetha Y Baratikkae,"MBBS, Diploma in Child Health (DCH), DNB - Pediatrics",,18 years experience overall,"Basaveshwaranagar,",Bangalore,96%,243 Patient Stories,₹600
Dr. Shobha N. Gudi,"MBBS, Diploma in Child Health (DCH), Diplomate of the American Board of Paediatrics, FRCPCH",Gynecologist/Obstetrician,30 years experience overall,"Jayanagar 9 Block,",Bangalore,91%,13 Patient Stories,₹650
Dr. Shilpa Kava,"MBBS, MD - Pediatrics",Gynecologist/Obstetrician,13 years experience overall,"Sarjapur Road,",Bangalore,91%,4 Patient Stories,₹600
Dr. Amulya R,"MBBS, MD - Pediatrics",Gynecologist/Obstetrician,11 years experience overall,"JP Nagar,",Bangalore,100%,27 Patient Stories,₹500
Dr. Julie Thomas,"MBBS, MD - Pediatrics",Gynecologist/Obstetrician,23 years experience overall,"Electronics City,",Bangalore,88%,52 Patient Stories,₹850
Dr. Namita Kapoor Sahgal,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",Gynecologist/Obstetrician,29 years experience overall,"Whitefield,",Bangalore,90%,188 Patient Stories,₹800
Dr. Nagarathna D S,"MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh), FRCPCH",Gynecologist/Obstetrician,25 years experience overall,"Koramangala 5 Block,",Bangalore,92%,15 Patient Stories,₹700
Dr. Nandhini Ravindran,"DNB - Paediatrics, MBBS, Diploma in Child Health (DCH)",Gynecologist/Obstetrician,16 years experience overall,"Ulsoor,",Bangalore,98%,42 Patient Stories,₹600
Dr. Jnanashree B R,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery, MNAMS - Orthopaedics",Gynecologist/Obstetrician,19 years experience overall,"Vijayanagar,",Bangalore,100%,11 Patient Stories,₹500
Dr. Anitha A Manoj,"MBBS, MRCS (UK), PhD - Orthopaedics",Gynecologist/Obstetrician,15 years experience overall,"Banashankari 1st Stage,",Bangalore,100%,2 Patient Stories,₹500
Dr. Shilpa Dinesh,"MBBS, MS - Orthopaedics",Pediatrician,10 years experience overall,"Rajajinagar,",Bangalore,100%,19 Patient Stories,₹500
Dr. M. R. Shashibhushan,"MBBS, MS - Orthopaedics",Pediatrician,24 years experience overall,"Malleswaram,",Bangalore,97%,119 Patient Stories,₹850
Dr. Anuradha Vinod,"MBBS, MS - Orthopaedics",Pediatrician,16 years experience overall,"Old Airport Road,",Bangalore,100%,50 Patient Stories,₹750
Dr. V. Krishnan,"MBBS, MS - Orthopaedics",Pediatrician,31 years experience overall,"Jayanagar 9 Block,",Bangalore,91%,57 Patient Stories,₹500
Dr. Tanuja Mishra,"CCT - Trauma & Orthopaedic Surgery, MRCS (UK), MBBS, MS - Orthopaedics, FRCS - Trauma & Orthopedic Surgery",Pediatrician,25 years experience overall,"Marathahalli,",Bangalore,91%,16 Patient Stories,₹850
Dr. Gowher Yusuf,"MBBS, MS - Orthopaedics",Pediatrician,19 years experience overall,"Indiranagar,",Bangalore,100%,5 Patient Stories,₹650
Dr. Lokanadha Reddy,"MBBS, MS - Orthopaedics, Fellow in Spine Surgery",Pediatrician,12 years experience overall,"Thanisandra,",Bangalore,98%,137 Patient Stories,₹400
Dr. Rakhi Sircar,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery",Pediatrician,29 years experience overall,"Hulimavu,",Bangalore,95%,14 Patient Stories,₹500
Dr. Shalini Rao,"MBBS, MD - Dermatology , Venereology & Leprosy",Pediatrician,22 years experience overall,"JP Nagar 1 Phase,",Bangalore,92%,23 Patient Stories,₹900
Dr. Suvarna Biradar,"MBBS, MD - Dermatology , Venereology & Leprosy",Pediatrician,17 years experience overall,"Old Airport Road,",Bangalore,100%,29 Patient Stories,₹850
Dr. Sudheendra M Rao,"MBBS, MD - Dermatology",Orthopedist,13 years experience overall,"Jayanagar 9 Block,",Bangalore,97%,7 Patient Stories,₹650
Dr. Prashanth Patil,"MBBS, MD - Dermatology , Venereology & Leprosy",Orthopedist,26 years experience overall,"Koramangala 5 Block,",Bangalore,87%,9 Patient Stories,₹600
Dr. Rahul Puri,"MBBS, MD - Dermatology , Venereology & Leprosy",Orthopedist,16 years experience overall,"Jayanagar,",Bangalore,100%,3 Patient Stories,₹750
Dr. Raghu B V,"MBBS, MD - Dermatology , Venereology & Leprosy",Orthopedist,14 years experience overall,"Padmanabhanagar,",Bangalore,100%,6 Patient Stories,₹600
Dr. Nakul H Shivaramaiah,"MBBS, MD - Dermatology , Venereology & Leprosy",Orthopedist,12 years experience overall,"Indiranagar,",Bangalore,100%,23 Patient Stories,₹800
Dr. Rakshit J,"MBBS, DVD",Orthopedist,1 year experience,"Singasandra,",Bangalore,,,₹650
Dr. Santoshkumar Hakkalamani,"MBBS, MD - Dermatology , Venereology & Leprosy",Orthopedist,26 years experience overall,"Kengeri,",Bangalore,93%,9 Patient Stories,₹500
Dr. Harish Puranik,"MBBS, MD - Dermatology , Venereology & Leprosy",Orthopedist,15 years experience overall,"Malleswaram,",Bangalore,100%,21 Patient Stories,₹700
Dr. Varun GBS,BPTh/BPT,Orthopedist,14 years experience overall,"RT Nagar,",Bangalore,90%,16 Patient Stories,₹600
Dr. Shrinidhi I S,BPTh/BPT,Orthopedist,17 years experience overall,"Bellandur,",Bangalore,98%,34 Patient Stories,₹650
Dr. Prakruthi,BPTh/BPT,Dermatologist,14 years experience overall,"HSR Layout,",Bangalore,100%,44 Patient Stories,₹600
Dr. Sanjay S Desai,BPTh/BPT,Dermatologist,14 years experience overall,"RT Nagar,",Bangalore,94%,60 Patient Stories,₹500
Dr. Premalatha,"BPTh/BPT, Diploma in Naturopathy & Yoga (NDDY)",Dermatologist,12 years experience overall,"HRBR Layout,",Bangalore,89%,4 Patient Stories,₹600
Dr. Anoop Gopal D S,BPTh/BPT,Dermatologist,11 years experience overall,"Koramangala 7 Block,",Bangalore,91%,43 Patient Stories,₹600
Dr. Aryambika Krishnan,BPTh/BPT,Dermatologist,7 years experience overall,"Yelahanka New Town,",Bangalore,100%,,₹600
Dr. Rashmika Reddy,"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy",Dermatologist,7 years experience overall,"Indiranagar,",Bangalore,94%,35 Patient Stories,₹600
Dr. Tejaswini Acharya P,MPTh/MPT - Sports Physiotherapy,Dermatologist,4 years experience overall,"Sadashivanagar,",Bangalore,,,₹600
Dr. Dinesh Gowda,BPTh/BPT,Dermatologist,34 years experience overall,"Indiranagar,",Bangalore,63%,3 Patient Stories,₹500
Dr. Radhakrishna Bhat,"MBBS, DGO, DNB - Obstetrics & Gynecology",Dermatologist,24 years experience overall,"HSR Layout,",Bangalore,95%,114 Patient Stories,₹1000
Dr. Kavya Nayak,"MBBS, MD - Obstetrics & Gynaecology",Dermatologist,14 years experience overall,"Sarjapur Road,",Bangalore,96%,517 Patient Stories,₹700
Dr. Priyanka Shamanth   (Physiotherapist),"MBBS, MS - Obstetrics & Gynaecology",Physiotherapist,17 years experience overall,"Basavanagudi,",Bangalore,97%,4 Patient Stories,₹300
Dr. Sindhu Shashidharan   (Physiotherapist),"MBBS, DGO",Physiotherapist,6 years experience overall,"HSR Layout,",Bangalore,,,₹300
Dr. Anusha K.K   (Physiotherapist),"MBBS, MD - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine",Physiotherapist,0,"Jayanagar 7 Block,",Bangalore,,,₹500
Dr. Helen S   (Physiotherapist),"MS - Obstetrics & Gynaecology, MBBS",Physiotherapist,4 years experience overall,"CV Raman Nagar,",Bangalore,,,₹250
Dr. U Poovazhagan   (Physiotherapist),"MBBS, MS - Obstetrics & Gynaecology",Physiotherapist,14 years experience overall,"KR Puram,",Bangalore,,,₹1200
Dr. Manu Raj   (Physiotherapist),"MBBS, DGO",Physiotherapist,5 years experience overall,"Jayanagar,",Bangalore,,,₹400
Dr. Surendra Chaudhary   (Physiotherapist),"MBBS, DGO, Fellowship in Reproductive Medicine",Physiotherapist,4 years experience overall,"Koramangala 6 Block,",Bangalore,,,₹400
Dr. Arun Kumar Rawal   (Physiotherapist),"MBBS, MS - Obstetrics & Gynaecology",Physiotherapist,11 years experience overall,"Indiranagar,",Bangalore,99%,53 Patient Stories,₹1300
Dr. Venkata Bharath Kumar   (Physiotherapist),"MBBS, MS - Ophthalmology",Physiotherapist,3 years experience overall,"Koramangala 5 Block,",Bangalore,,,₹500
Dr. Annie Angel Joseph   (Physiotherapist),"MBBS, DOMS, MS - Ophthalmology, Fellow of the Royal College of Ophthalmologists of UK (FRCOphth. UK), FRCS - Ophthalmology (Edin)",Physiotherapist,3 years experience overall,"Malleswaram,",Bangalore,,,₹500
Dr. Swetha Vinjamuri,"MBBS, DOMS",Infertility Specialist,17 years experience overall,"Kalyan Nagar,",Bangalore,99%,104 Patient Stories,₹600
Dr. T. M Jyothi Lakshmi,"MBBS, MS - Ophthalmology",Infertility Specialist,34 years experience overall,"Malleswaram,",Bangalore,95%,87 Patient Stories,₹850
Dr. Mamatha Reddy Y V,"MBBS, MS - Ophthalmology",Infertility Specialist,25 years experience overall,"Koramangala 1 Block,",Bangalore,95%,149 Patient Stories,₹800
Dr. Lavanya J,"MBBS, MS - Ophthalmology",Infertility Specialist,19 years experience overall,"Bagalakunte,",Bangalore,88%,55 Patient Stories,₹300
Dr. Rathnamani,"MBBS, MS - Ophthalmology",Infertility Specialist,17 years experience overall,"Indiranagar,",Bangalore,98%,95 Patient Stories,₹650
Dr. Deepika Alva,"MBBS, DNB - Ophthalmology",Infertility Specialist,13 years experience overall,"Kasturi nagar,",Bangalore,99%,90 Patient Stories,₹550
Dr. Mutyalatha Koppula,"MBBS, MS - Ophthalmology",Infertility Specialist,18 years experience overall,"Yelahanka New Town,",Bangalore,100%,39 Patient Stories,₹400
Dr. Payal Mahapatra,"MBBS, DOMS",Infertility Specialist,16 years experience overall,"Marathahalli,",Bangalore,90%,100 Patient Stories,₹650
Dr. Arockia Virgin Fernando,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",Infertility Specialist,17 years experience overall,"Kalyan Nagar,",Bangalore,100%,94 Patient Stories,₹850
Dr. Shanthala Thuppanna,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",Infertility Specialist,22 years experience overall,"Sarjapur Road,",Bangalore,84%,49 Patient Stories,₹700
Dr. Vinay Patil,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",Ophthalmologist,20 years experience overall,"HSR Layout,",Bangalore,89%,227 Patient Stories,₹500
Dr. Harish Nayak,"MBBS, DNB - General Surgery, DNB - Urology/Genito - Urinary Surgery",Ophthalmologist,31 years experience overall,"Old Airport Road,",Bangalore,99%,99 Patient Stories,₹750
Dr. Rahul Jain,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",Ophthalmologist,16 years experience overall,"BTM Layout,",Bangalore,99%,858 Patient Stories,₹700
Dr. Adarsh S Naik,"MBBS, MS - General Surgery, MCh - Urology",Ophthalmologist,15 years experience overall,"Bellandur,",Bangalore,88%,24 Patient Stories,₹500
Dr. Mohd Shahbaaz,"DNB - Urology/Genito - Urinary Surgery, MBBS",Ophthalmologist,23 years experience overall,"Bellandur,",Bangalore,93%,6 Patient Stories,₹500
Dr. Alok B S,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery, FICS",Ophthalmologist,11 years experience overall,"Basaveshwaranagar,",Bangalore,97%,61 Patient Stories,₹400
Dr. Sri Prakash KS,"MBBS, DNB - General Surgery, DNB - Urology/Genito - Urinary Surgery",Ophthalmologist,41 years experience overall,"HBR Layout,",Bangalore,80%,4 Patient Stories,₹500
Dr. Sheetal Ballal,"MBBS, MS - General Surgery, MCh - Urology",Ophthalmologist,21 years experience overall,"Old Airport Road,",Bangalore,100%,3 Patient Stories,₹750
Dr. Raghuraj Hegde,"M.D. (Psychiatry), MBBS",Ophthalmologist,14 years experience overall,"Old Airport Road,",Bangalore,88%,,₹750
Dr. Geetha S.,"MBBS, M.D. (Psychiatry)",Ophthalmologist,16 years experience overall,"Old Airport Road,",Bangalore,100%,1 Patient Story,₹750
Dr. Srinivas B V,"MBBS, DNB - Psychiatry",Urologist,20 years experience overall,"Rajajinagar,",Bangalore,75%,2 Patient Stories,₹600
Dr. Vinod Kumar P,"M.D. (Psychiatry), MBBS",Urologist,13 years experience overall,"Padmanabhanagar,",Bangalore,98%,61 Patient Stories,₹750
Dr. Girish Nelivigi,"MBBS, M.D. (Psychiatry)",Urologist,29 years experience overall,"Bellandur,",Bangalore,88%,50 Patient Stories,₹650
Dr. Praveen Joshi,"MBBS, M.D. (Psychiatry)",Urologist,23 years experience overall,"Old Airport Road,",Bangalore,90%,42 Patient Stories,₹850
Dr. Prathik R,"MBBS, M.D. (Psychiatry)",Urologist,9 years experience overall,"Seshadripuram,",Bangalore,98%,27 Patient Stories,₹600
Dr. Azeem,"MBBS, M.D. (Psychiatry), DNB - Psychiatry",Urologist,26 years experience overall,"Indiranagar,",Bangalore,,,₹600
Dr. Krishna Prasad T,"MBBS, M.D. (Psychiatry)",Urologist,10 years experience overall,"Rajajinagar,",Bangalore,88%,28 Patient Stories,₹500
Dr. Shivashankar,"MBBS, DPM (Psychiatry), DNB - Psychiatry, Fellow of the Royal Australian and New Zealand College of Psychiatrists (FRANZCP)",Urologist,35 years experience overall,"Old Airport Road,",Bangalore,68%,11 Patient Stories,₹900
Dr. V MohanKumar,"MD - Medicine, DM - Cardiology, MBBS",Urologist,17 years experience overall,"Hebbal,",Bangalore,100%,1 Patient Story,₹800
Dr. Raju R,"MBBS, MD - General Medicine, DM - Cardiology",Urologist,13 years experience overall,"Jayanagar 9 Block,",Bangalore,,,₹750
Dr. Vani P,"MBBS, MD - General Medicine, DM - Cardiology",Psychiatrist,4 years experience overall,"HSR Layout,",Bangalore,100%,,₹1200
Dr. Vinutha R,"MBBS, MD - General Medicine, DM - Cardiology",Psychiatrist,14 years experience overall,"Vidyaranyapura,",Bangalore,90%,6 Patient Stories,₹1500
Dr. Vikram Arunachalam,"MBBS, MD - General Medicine, DM - Cardiology",Psychiatrist,20 years experience overall,"Malleswaram,",Bangalore,100%,1 Patient Story,₹1250
Dr. Deepthi Saka,"MD - General Medicine, DM - Cardiology, MBBS",Psychiatrist,6 years experience overall,"Yelahanka,",Bangalore,,,₹850
Dr. Sreelakshmi Sharma,"MBBS, MS - General Surgery, MCh - Cardio Thoracic Surgery",Psychiatrist,7 years experience overall,"Indiranagar,",Bangalore,100%,18 Patient Stories,₹1400
Dr. Vishukumar H S,"MBBS, MD - General Medicine, DM - Cardiology",Psychiatrist,13 years experience overall,"Bellandur,",Bangalore,,,₹1200
Dr. Megha Mahajan,"MBBS, Diploma in Cardiology",Psychiatrist,13 years experience overall,"Bannerghatta Road,",Bangalore,87%,11 Patient Stories,₹850
Dr. Bhargavaraman R P,"MBBS, DNB - General Medicine, MRCP (UK), DNB - Cardiology",Psychiatrist,22 years experience overall,"Koramangala,",Bangalore,100%,19 Patient Stories,₹1600
Dr. Shivadev M,"MBBS, MD - General Medicine, DM - Gastroenterology",Psychiatrist,16 years experience overall,"Koramangala 6 Block,",Bangalore,99%,138 Patient Stories,₹1000
Dr. Shreedhar K B,"DM - Gastroenterology, MBBS, MD - General Medicine",Psychiatrist,20 years experience overall,"Koramangala,",Bangalore,100%,18 Patient Stories,₹1600
